0,0,0,0
0,0,0,70
0,0,0,140
0,0,50,0
0,0,50,70
0,0,50,140
0,0,100,0
0,0,100,70
0,0,150,0
0,0,200,0
0,30,0,0
0,30,0,70
0,30,0,140
0,30,50,0
0,30,50,70
0,30,100,0
0,30,100,70
0,30,150,0
0,60,0,0
0,60,0,70
0,60,0,140
0,60,50,0
0,60,50,70
0,60,100,0
0,90,0,0
0,90,0,70
0,90,50,0
0,90,100,0
0,120,0,0
0,120,0,70
0,120,50,0
0,150,0,0
0,150,50,0
0,180,0,0
20,0,0,0
20,0,0,70
20,0,0,140
20,0,50,0
20,0,50,70
20,0,100,0
20,0,100,70
20,0,150,0
20,30,0,0
20,30,0,70
20,30,0,140
20,30,50,0
20,30,50,70
20,30,100,0
20,30,150,0
20,60,0,0
20,60,0,70
20,60,50,0
20,60,50,70
20,60,100,0
20,90,0,0
20,90,0,70
20,90,50,0
20,120,0,0
20,120,50,0
20,150,0,0
20,180,0,0
40,0,0,0
40,0,0,70
40,0,0,140
40,0,50,0
40,0,50,70
40,0,100,0
40,0,150,0
40,30,0,0
40,30,0,70
40,30,50,0
40,30,50,70
40,30,100,0
40,60,0,0
40,60,0,70
40,60,50,0
40,60,100,0
40,90,0,0
40,90,0,70
40,90,50,0
40,120,0,0
40,150,0,0
60,0,0,0
60,0,0,70
60,0,0,140
60,0,50,0
60,0,50,70
60,0,100,0
60,30,0,0
60,30,0,70
60,30,50,0
60,30,100,0
60,60,0,0
60,60,0,70
60,60,50,0
60,90,0,0
60,90,50,0
60,120,0,0
80,0,0,0
80,0,0,70
80,0,50,0
80,0,50,70
80,0,100,0
80,30,0,0
80,30,0,70
80,30,50,0
80,60,0,0
80,60,50,0
80,90,0,0
80,120,0,0
100,0,0,0
100,0,0,70
100,0,50,0
100,0,100,0
100,30,0,0
100,30,0,70
100,30,50,0
100,60,0,0
100,90,0,0
120,0,0,0
120,0,0,70
120,0,50,0
120,30,0,0
120,30,50,0
120,60,0,0
140,0,0,0
140,0,50,0
140,30,0,0
140,60,0,0
160,0,0,0
160,30,0,0
180,0,0,0
200,0,0,0
0,0,0,0
0,0,0,70
0,0,0,140
0,0,50,0
0,0,50,70
0,0,50,140
0,0,100,0
0,0,100,70
0,0,150,0
0,0,200,0
0,30,0,0
0,30,0,70
0,30,0,140
0,30,50,0
0,30,50,70
0,30,100,0
0,30,100,70
0,30,150,0
0,60,0,0
0,60,0,70
0,60,0,140
0,60,50,0
0,60,50,70
0,60,100,0
0,90,0,0
0,90,0,70
0,90,50,0
0,90,100,0
0,120,0,0
0,120,0,70
0,120,50,0
0,150,0,0
0,150,50,0
0,180,0,0
20,0,0,0
20,0,0,70
20,0,0,140
20,0,50,0
20,0,50,70
20,0,100,0
20,0,100,70
20,0,150,0
20,30,0,0
20,30,0,70
20,30,0,140
20,30,50,0
20,30,50,70
20,30,100,0
20,30,150,0
20,60,0,0
20,60,0,70
20,60,50,0
20,60,50,70
20,60,100,0
20,90,0,0
20,90,0,70
20,90,50,0
20,120,0,0
20,120,50,0
20,150,0,0
20,180,0,0
40,0,0,0
40,0,0,70
40,0,0,140
40,0,50,0
40,0,50,70
40,0,100,0
40,0,150,0
40,30,0,0
40,30,0,70
40,30,50,0
40,30,50,70
40,30,100,0
40,60,0,0
40,60,0,70
40,60,50,0
40,60,100,0
40,90,0,0
40,90,0,70
40,90,50,0
40,120,0,0
40,150,0,0
60,0,0,0
60,0,0,70
60,0,0,140
60,0,50,0
60,0,50,70
60,0,100,0
60,30,0,0
60,30,0,70
60,30,50,0
60,30,100,0
60,60,0,0
60,60,0,70
60,60,50,0
60,90,0,0
60,90,50,0
60,120,0,0
80,0,0,0
80,0,0,70
80,0,50,0
80,0,50,70
80,0,100,0
80,30,0,0
80,30,0,70
80,30,50,0
80,60,0,0
80,60,50,0
80,90,0,0
80,120,0,0
100,0,0,0
100,0,0,70
100,0,50,0
100,0,100,0
100,30,0,0
100,30,0,70
100,30,50,0
100,60,0,0
100,90,0,0
120,0,0,0
120,0,0,70
120,0,50,0
120,30,0,0
120,30,50,0
120,60,0,0
140,0,0,0
140,0,50,0
140,30,0,0
140,60,0,0
160,0,0,0
160,30,0,0
180,0,0,0
200,0,0,0
